"DepVar","IndVar","Estimate","SE","WaldZ_Statistic","WaldTest_P"
"TotalMortality","Euth",0.269242721115481,0.00715949366438891,37.6063914204836,0
"TotalMortality","Dead",0.409028233628414,0.0104108991301741,39.2884638026047,0
"TotalMortality","MortalityProportion",388.164237608926,9.11477774702168,42.5862537060502,0
"TotalMortality","Penicillin",0.00969993072970786,0.00156617543825061,6.1933870834691,5.88848779932337e-10
"TotalMortality","Dexamethasone",0.00488973534339792,0.00072069036435182,6.78479356081816,1.16252621896117e-11
"TotalMortality","Ceftiofur",0.0029079463521418,0.00029608499220555,9.82132302782517,9.11394498326661e-23
"TotalMortality","Enroflaxin",0.00117321213865164,0.000936088102484683,1.2533138019141,0.210091527458293
"TotalMortality","Tetracycline",0.00156957104050583,0.00202827148305851,0.773846624387288,0.439021496929529
"TotalMortality","Lincomycin",-0.00204615348474605,0.00327661320343205,-0.624472086788527,0.532317596269137
"TotalMortality","OtherTreatments",0.00610656435647613,0.00275270609313127,2.21838589005692,0.0265285323574222
"TotalMortality","TotalTreatments",0.00293669225327483,0.00025851748835959,11.3597430947882,6.63394352477786e-30
"TotalMortality","TreatmentProportion",6.45433961209311,0.608379955135788,10.6090602716398,2.7045544897696e-26
"TotalMortality","WaterMedications",0.360863986438879,0.0566206123882126,6.37336777576083,1.84921713227107e-10
"TotalMortality","PrimaryRespiratory",0.00293178763282156,0.000307157789344718,9.54489104468476,1.36250747499761e-21
"TotalMortality","SecondaryRespiratory",0.00505508040575023,0.000780289538998307,6.47846748303157,9.26588943453252e-11
"TotalMortality","ReHS",-0.00559960946214784,0.00193696803914482,-2.89091474354945,0.00384122311327726
"TotalMortality","WaterIntakeRMS",6.19034711790137e-05,2.05025839249619e-05,3.0193009527763,0.0025335871579516
"TotalMortality","WaterIntakeHdRMS",0.00555585816153431,0.0459072104265044,0.12102364987803,0.903672302981761
"TotalMortality","WaterIntakeVC",-0.000100586850720575,5.77882914390356e-05,-1.74060952860477,0.0817520462674252
"TotalMortality","WaterIntakeHdVC",-0.584648697882196,0.106309795808678,-5.4994809597261,3.80910834399453e-08
"TotalMortality","TempReHS",0.0010025694000306,0.00115102365051314,0.871024152790984,0.383740965482795
"TotalMortality","LowTempRMS",0.0091236236134764,0.00786496764127577,1.16003320415397,0.246035287531597
"TotalMortality","HiTempRMS",0.0046668308980689,0.0048452109267105,0.963184259397619,0.335455062913502
"TotalMortality","TempRangeRMS",0.000627162225445117,0.00587343346494253,0.106779489235476,0.914963919649193
"TotalMortality","SetPointRMS",0.00468646269889572,0.0079829462092748,0.587059285637033,0.557163890517666
"TotalMortality","LowTempVC",0.0177264240119714,0.00726588789593978,2.43967760937752,0.0147003744096772
"TotalMortality","AvgTempVC",0.0143103627023034,0.00762019067399496,1.87795336291776,0.0603875453315596
"TotalMortality","HiTempVC",0.00252524566658802,0.00552824781710188,0.456789519958939,0.647822339216076
