,Airspace id,Fullname,Date (America/Chicago),Temperature shock - color,Temperature (°C) - data,ReHS - color,ReHS - data
166,342,"Barn 1, Room 2 (south)",2020-12-09,green,,blue,
0,342,"Barn 1, Room 2 (south)",2020-12-10,green,30.0,green,
1,342,"Barn 1, Room 2 (south)",2020-12-11,green,29.83,green,96.0
2,342,"Barn 1, Room 2 (south)",2020-12-12,green,29.56,green,96.0
3,342,"Barn 1, Room 2 (south)",2020-12-13,green,28.88,green,98.0
4,342,"Barn 1, Room 2 (south)",2020-12-14,green,28.76,green,96.0
5,342,"Barn 1, Room 2 (south)",2020-12-15,green,28.48,green,97.0
6,342,"Barn 1, Room 2 (south)",2020-12-16,green,28.41,green,97.0
7,342,"Barn 1, Room 2 (south)",2020-12-17,green,28.21,green,97.0
8,342,"Barn 1, Room 2 (south)",2020-12-18,green,27.97,green,98.0
9,342,"Barn 1, Room 2 (south)",2020-12-19,green,27.63,green,97.0
10,342,"Barn 1, Room 2 (south)",2020-12-20,green,27.31,green,97.0
11,342,"Barn 1, Room 2 (south)",2020-12-21,green,27.14,green,97.0
12,342,"Barn 1, Room 2 (south)",2020-12-22,green,26.95,green,96.0
13,342,"Barn 1, Room 2 (south)",2020-12-23,green,26.63,green,90.0
14,342,"Barn 1, Room 2 (south)",2020-12-24,green,26.33,green,81.0
15,342,"Barn 1, Room 2 (south)",2020-12-25,green,26.41,green,82.0
16,342,"Barn 1, Room 2 (south)",2020-12-26,green,26.45,green,80.0
17,342,"Barn 1, Room 2 (south)",2020-12-27,green,26.3,green,84.0
18,342,"Barn 1, Room 2 (south)",2020-12-28,green,26.04,green,84.0
19,342,"Barn 1, Room 2 (south)",2020-12-29,green,25.77,yellow,74.0
20,342,"Barn 1, Room 2 (south)",2020-12-30,green,25.74,green,56.0
21,342,"Barn 1, Room 2 (south)",2020-12-31,green,25.73,green,84.0
22,342,"Barn 1, Room 2 (south)",2021-01-01,green,25.74,green,75.0
23,342,"Barn 1, Room 2 (south)",2021-01-02,green,25.75,yellow,67.0
24,342,"Barn 1, Room 2 (south)",2021-01-03,green,25.39,yellow,56.0
25,342,"Barn 1, Room 2 (south)",2021-01-04,green,25.99,green,55.0
26,342,"Barn 1, Room 2 (south)",2021-01-05,green,25.62,yellow,70.0
27,342,"Barn 1, Room 2 (south)",2021-01-06,green,25.96,green,57.0
28,342,"Barn 1, Room 2 (south)",2021-01-07,green,25.6,green,64.0
29,342,"Barn 1, Room 2 (south)",2021-01-08,green,25.78,green,77.0
30,342,"Barn 1, Room 2 (south)",2021-01-09,green,25.28,green,84.0
31,342,"Barn 1, Room 2 (south)",2021-01-10,green,25.07,green,84.0
32,342,"Barn 1, Room 2 (south)",2021-01-11,green,25.22,green,88.0
33,342,"Barn 1, Room 2 (south)",2021-01-12,green,25.28,green,83.0
34,342,"Barn 1, Room 2 (south)",2021-01-13,green,25.47,green,80.0
35,342,"Barn 1, Room 2 (south)",2021-01-14,green,25.54,green,74.0
36,342,"Barn 1, Room 2 (south)",2021-01-15,green,24.84,yellow,74.0
37,342,"Barn 1, Room 2 (south)",2021-01-16,green,24.67,green,56.0
38,342,"Barn 1, Room 2 (south)",2021-01-17,green,24.75,green,64.0
39,342,"Barn 1, Room 2 (south)",2021-01-18,green,24.59,green,72.0
40,342,"Barn 1, Room 2 (south)",2021-01-19,green,24.53,green,81.0
41,342,"Barn 1, Room 2 (south)",2021-01-20,green,23.76,green,85.0
42,342,"Barn 1, Room 2 (south)",2021-01-21,green,24.16,green,82.0
43,342,"Barn 1, Room 2 (south)",2021-01-22,green,24.2,green,82.0
44,342,"Barn 1, Room 2 (south)",2021-01-23,green,23.92,green,80.0
45,342,"Barn 1, Room 2 (south)",2021-01-24,green,24.01,green,80.0
46,342,"Barn 1, Room 2 (south)",2021-01-25,green,24.06,green,79.0
47,342,"Barn 1, Room 2 (south)",2021-01-26,green,24.37,green,84.0
48,342,"Barn 1, Room 2 (south)",2021-01-27,green,24.06,green,89.0
49,342,"Barn 1, Room 2 (south)",2021-01-28,green,23.67,green,87.0
50,342,"Barn 1, Room 2 (south)",2021-01-29,green,23.52,green,90.0
51,342,"Barn 1, Room 2 (south)",2021-01-30,green,23.74,yellow,75.0
52,342,"Barn 1, Room 2 (south)",2021-01-31,green,23.92,yellow,45.0
53,342,"Barn 1, Room 2 (south)",2021-02-01,green,24.07,yellow,45.0
54,342,"Barn 1, Room 2 (south)",2021-02-02,green,23.52,yellow,50.0
55,342,"Barn 1, Room 2 (south)",2021-02-03,green,23.67,yellow,48.0
56,342,"Barn 1, Room 2 (south)",2021-02-04,green,23.61,yellow,50.0
57,342,"Barn 1, Room 2 (south)",2021-02-05,green,23.39,yellow,52.0
58,342,"Barn 1, Room 2 (south)",2021-02-06,green,23.37,yellow,51.0
59,342,"Barn 1, Room 2 (south)",2021-02-07,green,23.43,yellow,49.0
60,342,"Barn 1, Room 2 (south)",2021-02-08,green,23.12,yellow,51.0
61,342,"Barn 1, Room 2 (south)",2021-02-09,green,22.8,yellow,48.0
62,342,"Barn 1, Room 2 (south)",2021-02-10,green,22.68,green,55.0
63,342,"Barn 1, Room 2 (south)",2021-02-11,green,22.57,green,67.0
64,342,"Barn 1, Room 2 (south)",2021-02-12,green,22.57,green,66.0
65,342,"Barn 1, Room 2 (south)",2021-02-13,green,22.47,green,69.0
66,342,"Barn 1, Room 2 (south)",2021-02-14,green,22.09,green,73.0
67,342,"Barn 1, Room 2 (south)",2021-02-15,green,21.96,green,80.0
68,342,"Barn 1, Room 2 (south)",2021-02-16,green,21.93,green,76.0
69,342,"Barn 1, Room 2 (south)",2021-02-17,green,22.04,green,77.0
70,342,"Barn 1, Room 2 (south)",2021-02-18,green,21.93,green,80.0
71,342,"Barn 1, Room 2 (south)",2021-02-19,green,21.8,green,85.0
72,342,"Barn 1, Room 2 (south)",2021-02-20,green,21.91,green,78.0
73,342,"Barn 1, Room 2 (south)",2021-02-21,green,22.25,green,75.0
74,342,"Barn 1, Room 2 (south)",2021-02-22,green,21.78,green,71.0
75,342,"Barn 1, Room 2 (south)",2021-02-23,green,21.42,green,80.0
76,342,"Barn 1, Room 2 (south)",2021-02-24,green,21.9,green,84.0
77,342,"Barn 1, Room 2 (south)",2021-02-25,green,21.73,green,84.0
78,342,"Barn 1, Room 2 (south)",2021-02-26,green,21.3,green,86.0
79,342,"Barn 1, Room 2 (south)",2021-02-27,green,21.77,green,82.0
80,342,"Barn 1, Room 2 (south)",2021-02-28,green,21.14,green,82.0
81,342,"Barn 1, Room 2 (south)",2021-03-01,green,21.03,green,87.0
82,342,"Barn 1, Room 2 (south)",2021-03-02,green,20.31,green,85.0
83,342,"Barn 1, Room 2 (south)",2021-03-03,green,21.27,green,73.0
84,342,"Barn 1, Room 2 (south)",2021-03-04,yellow,20.6,green,80.0
85,342,"Barn 1, Room 2 (south)",2021-03-05,green,20.2,green,86.0
86,342,"Barn 1, Room 2 (south)",2021-03-06,green,20.67,green,83.0
87,342,"Barn 1, Room 2 (south)",2021-03-07,yellow,20.58,green,87.0
88,342,"Barn 1, Room 2 (south)",2021-03-08,green,20.84,green,90.0
89,342,"Barn 1, Room 2 (south)",2021-03-09,green,21.14,green,92.0
90,342,"Barn 1, Room 2 (south)",2021-03-10,green,21.2,green,89.0
91,342,"Barn 1, Room 2 (south)",2021-03-11,green,19.68,green,76.0
92,342,"Barn 1, Room 2 (south)",2021-03-12,green,19.71,green,79.0
93,342,"Barn 1, Room 2 (south)",2021-03-13,green,19.94,green,87.0
94,342,"Barn 1, Room 2 (south)",2021-03-14,green,19.76,green,90.0
95,342,"Barn 1, Room 2 (south)",2021-03-15,green,19.3,green,92.0
96,342,"Barn 1, Room 2 (south)",2021-03-16,green,18.83,green,93.0
97,342,"Barn 1, Room 2 (south)",2021-03-17,green,18.89,green,89.0
98,342,"Barn 1, Room 2 (south)",2021-03-18,yellow,19.28,green,93.0
99,342,"Barn 1, Room 2 (south)",2021-03-19,yellow,19.27,green,93.0
100,342,"Barn 1, Room 2 (south)",2021-03-20,green,19.3,green,94.0
101,342,"Barn 1, Room 2 (south)",2021-03-21,green,19.83,green,96.0
102,342,"Barn 1, Room 2 (south)",2021-03-22,green,18.92,green,96.0
103,342,"Barn 1, Room 2 (south)",2021-03-23,green,19.26,green,93.0
104,342,"Barn 1, Room 2 (south)",2021-03-24,green,18.67,green,91.0
105,342,"Barn 1, Room 2 (south)",2021-03-25,green,18.84,yellow,54.0
106,342,"Barn 1, Room 2 (south)",2021-03-26,green,19.17,red,32.0
107,342,"Barn 1, Room 2 (south)",2021-03-27,green,19.12,red,33.0
108,342,"Barn 1, Room 2 (south)",2021-03-28,green,18.4,red,35.0
109,342,"Barn 1, Room 2 (south)",2021-03-29,yellow,20.39,red,36.0
110,342,"Barn 1, Room 2 (south)",2021-03-30,green,18.6,yellow,45.0
111,342,"Barn 1, Room 2 (south)",2021-03-31,green,17.75,green,76.0
112,342,"Barn 1, Room 2 (south)",2021-04-01,yellow,18.37,green,86.0
113,342,"Barn 1, Room 2 (south)",2021-04-02,green,19.36,green,93.0
114,342,"Barn 1, Room 2 (south)",2021-04-03,red,21.23,green,93.0
115,342,"Barn 1, Room 2 (south)",2021-04-04,red,22.27,green,94.0
116,342,"Barn 1, Room 2 (south)",2021-04-05,red,23.41,green,96.0
117,342,"Barn 1, Room 2 (south)",2021-04-06,yellow,21.56,green,98.0
118,342,"Barn 1, Room 2 (south)",2021-04-07,green,20.98,green,97.0
119,342,"Barn 1, Room 2 (south)",2021-04-08,green,46.99,green,98.0
120,342,"Barn 1, Room 2 (south)",2021-04-09,green,28.69,green,96.0
121,342,"Barn 1, Room 2 (south)",2021-04-10,yellow,19.3,green,98.0
122,342,"Barn 1, Room 2 (south)",2021-04-11,green,19.79,green,96.0
123,342,"Barn 1, Room 2 (south)",2021-04-12,yellow,19.63,green,94.0
124,342,"Barn 1, Room 2 (south)",2021-04-13,yellow,18.8,green,96.0
125,342,"Barn 1, Room 2 (south)",2021-04-14,yellow,18.47,green,94.0
126,342,"Barn 1, Room 2 (south)",2021-04-15,green,18.59,green,71.0
127,342,"Barn 1, Room 2 (south)",2021-04-16,green,18.74,green,87.0
128,342,"Barn 1, Room 2 (south)",2021-04-17,green,19.67,green,88.0
129,342,"Barn 1, Room 2 (south)",2021-04-18,red,19.51,green,95.0
130,342,"Barn 1, Room 2 (south)",2021-04-19,green,18.02,green,96.0
131,342,"Barn 1, Room 2 (south)",2021-04-20,green,17.72,green,95.0
132,342,"Barn 1, Room 2 (south)",2021-04-21,green,18.03,green,95.0
133,342,"Barn 1, Room 2 (south)",2021-04-22,green,18.54,green,93.0
134,342,"Barn 1, Room 2 (south)",2021-04-23,green,19.14,green,93.0
135,342,"Barn 1, Room 2 (south)",2021-04-24,yellow,19.02,green,96.0
136,342,"Barn 1, Room 2 (south)",2021-04-25,green,19.78,green,97.0
