,Airspace id,Fullname,Date (America/Chicago),Temperature shock - color,Temperature (°C) - data,ReHS - color,ReHS - data
0,355,"House 1, Floor 1, Room 1",2021-12-21,green,25.46,green,96.0
1,355,"House 1, Floor 1, Room 1",2021-12-22,green,25.5,green,96.0
2,355,"House 1, Floor 1, Room 1",2021-12-23,green,24.95,green,95.0
3,355,"House 1, Floor 1, Room 1",2021-12-24,green,25.2,green,92.0
4,355,"House 1, Floor 1, Room 1",2021-12-25,yellow,25.43,green,82.0
5,355,"House 1, Floor 1, Room 1",2021-12-26,green,24.42,green,96.0
6,355,"House 1, Floor 1, Room 1",2021-12-27,yellow,24.71,green,89.0
7,355,"House 1, Floor 1, Room 1",2021-12-28,green,23.78,green,88.0
8,355,"House 1, Floor 1, Room 1",2021-12-29,green,23.7,green,91.0
9,355,"House 1, Floor 1, Room 1",2021-12-30,green,23.83,green,90.0
10,355,"House 1, Floor 1, Room 1",2021-12-31,green,24.13,green,92.0
11,355,"House 1, Floor 1, Room 1",2022-01-01,yellow,23.65,green,92.0
12,355,"House 1, Floor 1, Room 1",2022-01-02,yellow,23.09,green,94.0
13,355,"House 1, Floor 1, Room 1",2022-01-03,yellow,23.21,green,84.0
14,355,"House 1, Floor 1, Room 1",2022-01-04,yellow,22.72,green,86.0
15,355,"House 1, Floor 1, Room 1",2022-01-05,green,23.33,green,88.0
16,355,"House 1, Floor 1, Room 1",2022-01-06,green,23.46,green,87.0
17,355,"House 1, Floor 1, Room 1",2022-01-07,green,23.25,green,87.0
18,355,"House 1, Floor 1, Room 1",2022-01-08,green,22.22,green,93.0
19,355,"House 1, Floor 1, Room 1",2022-01-09,green,24.11,green,92.0
20,355,"House 1, Floor 1, Room 1",2022-01-10,green,23.86,green,92.0
21,355,"House 1, Floor 1, Room 1",2022-01-11,green,23.33,green,93.0
22,355,"House 1, Floor 1, Room 1",2022-01-12,green,23.5,green,74.0
23,355,"House 1, Floor 1, Room 1",2022-01-13,green,23.28,yellow,47.0
24,355,"House 1, Floor 1, Room 1",2022-01-14,green,22.98,yellow,47.0
25,355,"House 1, Floor 1, Room 1",2022-01-15,yellow,22.71,yellow,52.0
26,355,"House 1, Floor 1, Room 1",2022-01-16,green,22.57,green,68.0
27,355,"House 1, Floor 1, Room 1",2022-01-17,green,23.21,green,72.0
28,355,"House 1, Floor 1, Room 1",2022-01-18,green,22.95,yellow,55.0
29,355,"House 1, Floor 1, Room 1",2022-01-19,green,23.17,green,76.0
30,355,"House 1, Floor 1, Room 1",2022-01-20,yellow,22.16,green,82.0
31,355,"House 1, Floor 1, Room 1",2022-01-21,yellow,21.98,green,78.0
32,355,"House 1, Floor 1, Room 1",2022-01-22,yellow,22.88,green,77.0
33,355,"House 1, Floor 1, Room 1",2022-01-23,yellow,22.95,green,73.0
34,355,"House 1, Floor 1, Room 1",2022-01-24,green,22.99,green,71.0
35,355,"House 1, Floor 1, Room 1",2022-01-25,green,22.56,green,69.0
36,355,"House 1, Floor 1, Room 1",2022-01-26,green,22.21,green,67.0
37,355,"House 1, Floor 1, Room 1",2022-01-27,green,22.72,green,73.0
38,355,"House 1, Floor 1, Room 1",2022-01-28,yellow,22.56,yellow,55.0
39,355,"House 1, Floor 1, Room 1",2022-01-29,green,22.42,yellow,56.0
40,355,"House 1, Floor 1, Room 1",2022-01-30,green,22.8,yellow,55.0
41,355,"House 1, Floor 1, Room 1",2022-01-31,green,22.57,green,74.0
42,355,"House 1, Floor 1, Room 1",2022-02-01,green,22.63,green,77.0
43,355,"House 1, Floor 1, Room 1",2022-02-02,red,22.01,green,68.0
44,355,"House 1, Floor 1, Room 1",2022-02-03,red,20.76,green,78.0
45,355,"House 1, Floor 1, Room 1",2022-02-04,yellow,21.29,green,83.0
46,355,"House 1, Floor 1, Room 1",2022-02-05,red,20.62,green,84.0
47,355,"House 1, Floor 1, Room 1",2022-02-06,green,22.13,green,79.0
48,355,"House 1, Floor 1, Room 1",2022-02-07,yellow,22.04,green,77.0
49,355,"House 1, Floor 1, Room 1",2022-02-08,green,22.2,green,77.0
50,355,"House 1, Floor 1, Room 1",2022-02-09,green,22.29,green,74.0
51,355,"House 1, Floor 1, Room 1",2022-02-10,green,22.35,green,77.0
52,355,"House 1, Floor 1, Room 1",2022-02-11,green,22.36,green,84.0
53,355,"House 1, Floor 1, Room 1",2022-02-12,green,22.29,green,79.0
54,355,"House 1, Floor 1, Room 1",2022-02-13,green,21.94,green,75.0
55,355,"House 1, Floor 1, Room 1",2022-02-14,green,21.96,green,75.0
56,355,"House 1, Floor 1, Room 1",2022-02-15,green,21.82,green,75.0
57,355,"House 1, Floor 1, Room 1",2022-02-16,green,22.33,green,83.0
58,355,"House 1, Floor 1, Room 1",2022-02-17,green,22.07,green,75.0
59,355,"House 1, Floor 1, Room 1",2022-02-18,green,21.58,green,67.0
60,355,"House 1, Floor 1, Room 1",2022-02-19,green,21.98,green,64.0
61,355,"House 1, Floor 1, Room 1",2022-02-20,green,21.49,green,83.0
62,355,"House 1, Floor 1, Room 1",2022-02-21,green,22.03,green,85.0
63,355,"House 1, Floor 1, Room 1",2022-02-22,green,22.26,green,86.0
64,355,"House 1, Floor 1, Room 1",2022-02-23,green,21.92,green,67.0
65,355,"House 1, Floor 1, Room 1",2022-02-24,green,21.64,green,72.0
