"DepVar","IndVar","Estimate","SE","WaldZ_Statistic","WaldTest_P"
"Dead","Euth",0.0448029731608059,0.0207588930571543,2.15825444244317,0.0309080546575401
"Dead","TotalMortality",0.377018134252196,0.0145796660015382,25.8591749778368,1.91860178769527e-147
"Dead","MortalityProportion",771.07048036668,20.9970241425125,36.7228458248757,3.15493887058379e-295
"Dead","Penicillin",0.0136496661923305,0.00219630461413213,6.21483290819573,5.13792939423331e-10
"Dead","Dexamethasone",0.00599410488451248,0.00106740380863007,5.61559255836409,1.95889761412203e-08
"Dead","Ceftiofur",0.00343443910320294,0.000685505811934607,5.01008021144329,5.44073539624881e-07
"Dead","Enroflaxin",0.000658160477930855,0.00150474606371928,0.437389732260924,0.661828729248021
"Dead","Tetracycline",-0.00269506615802429,0.00386505520208154,-0.69729046989364,0.485621030954564
"Dead","Lincomycin",-0.00201453560811379,0.00475875284159249,-0.423332682989192,0.672052551906627
"Dead","OtherTreatments",0.00860568975433085,0.00592217308219408,1.45313040245399,0.14618755126225
"Dead","TotalTreatments",0.00355721108879775,0.000466150390885127,7.63103744704217,2.32872018222588e-14
"Dead","TreatmentProportion",8.794314240735,1.27314758034461,6.90753717519109,4.93139755369306e-12
"Dead","WaterMedications",0.3271125165979,0.0865846989416278,3.77794830491271,0.000158125690648642
"Dead","PrimaryRespiratory",0.00336451197514824,0.000665047427416464,5.05905569504794,4.21337799429077e-07
"Dead","SecondaryRespiratory",0.00603855383947531,0.000857054083707087,7.0457091965028,1.8451925969725e-12
"Dead","ReHS",-0.00573957497456934,0.00263961188779267,-2.17440109324896,0.0296750260660841
"Dead","WaterIntakeHdRMS",-0.00555372957607497,0.0496450094659154,-0.111868839100292,0.910927404273296
"Dead","WaterIntakeHdVC",-0.380961852531894,0.116562851794803,-3.26829557329757,0.00108197307658761
"Dead","TempReHS",-0.0107529142985297,0.00752640704360907,-1.42869157039021,0.153092901711173
"Dead","LowTempRMS",-0.00342058068138409,0.0108193583688189,-0.316153746348037,0.751885813505446
"Dead","HiTempRMS",-0.00676223161768558,0.00678560865479745,-0.996554909323374,0.318980601897128
"Dead","TempRangeRMS",-0.00924755772166627,0.00902937346461418,-1.02416383128986,0.305757899118336
"Dead","SetPointRMS",-0.00144721550153043,0.0107231645679834,-0.134961605070525,0.892642231240509
"Dead","LowTempVC",0.011747385827631,0.00968467903872147,1.21298659260285,0.225134946580801
"Dead","AvgTempVC",0.00418313075742802,0.00992864516958757,0.421319393127409,0.673521870863208
"Dead","HiTempVC",-0.00520862514922227,0.00753471138163071,-0.691283963699083,0.489387107466417
"Dead","TempRangeVC",-0.0179267362477062,0.00954383866829979,-1.87835700819739,0.0603323426414723
"Dead","SetPointVC",0.00666890309316664,0.0361222064482572,0.184620590736046,0.853526634499081
"Dead","Euth_Lag1",0.0075080828484131,0.0220912046447506,0.339867516016027,0.733956300461367
"Dead","Dead_Lag1",0.180606330792851,0.0218352357730557,8.27132496621428,1.32478413007425e-16
"Dead","TotalMortality_Lag1",0.0870394835753658,0.0149044773123515,5.83982126654219,5.22568541796074e-09
"Dead","MortalityProportion_Lag1",151.328298851405,15.5295120370106,9.74456238488072,1.9461556035943e-22
"Dead","Penicillin_Lag1",0.0118829878911041,0.00230656317151868,5.15181549668123,2.57976775992956e-07
"Dead","Dexamethasone_Lag1",0.00471115669441462,0.00108739878382314,4.33250134587319,1.47424761633293e-05
"Dead","Ceftiofur_Lag1",0.00110803055371987,0.000781439062716621,1.41793596786405,0.156209460164718
"Dead","Enroflaxin_Lag1",-0.00247787756274945,0.00164130845889471,-1.50969645548412,0.131120896139943
"Dead","Tetracycline_Lag1",0.00188800677132029,0.00381801210434561,0.494499943876917,0.620953145980071
"Dead","Lincomycin_Lag1",-0.00599584197581739,0.00500683933237197,-1.19753033356812,0.231099911702045
"Dead","OtherTreatments_Lag1",0.0143246589218433,0.00552234614096846,2.59394441351174,0.00948818257536619
"Dead","TotalTreatments_Lag1",0.00197608363656874,0.000506372838696179,3.90242818247677,9.5232499139639e-05
"Dead","TreatmentProportion_Lag1",4.4693029294458,1.33237855182725,3.35437922151818,0.000795432692861526
"Dead","WaterMedications_Lag1",0.274532199424597,0.086099403980726,3.18854935959897,0.00142988595691351
"Dead","PrimaryRespiratory_Lag1",0.000563022629486997,0.000756378465019014,0.744366286886345,0.456654908944406
"Dead","SecondaryRespiratory_Lag1",0.00469841606311899,0.00087336260394043,5.3796854157949,7.46161097733302e-08
"Dead","ReHS_Lag1",-0.00717917635812968,0.00260705246244624,-2.75375216323546,0.00589163643033332
"Dead","WaterIntakeHdRMS_Lag1",-0.0288900792745793,0.0671073939946808,-0.430505158297001,0.666828215227845
"Dead","WaterIntakeHdVC_Lag1",-0.487172675527361,0.119210514329202,-4.08665861621924,4.37630328206667e-05
"Dead","TempReHS_Lag1",-0.00925694126209027,0.00757882938836303,-1.22142098571369,0.221926665492716
"Dead","LowTempRMS_Lag1",0.000841121674307469,0.0107952787200806,0.0779156977895228,0.937895112342073
"Dead","HiTempRMS_Lag1",-0.00801906641191243,0.00677059611467003,-1.18439591966464,0.236256374661148
"Dead","TempRangeRMS_Lag1",-0.0141683144061287,0.00897629484263088,-1.57841455238741,0.114470404189904
"Dead","SetPointRMS_Lag1",0.000470450937915322,0.0105402170181765,0.0446338948338571,0.964399125401339
"Dead","LowTempVC_Lag1",0.0123357917842522,0.00972703797709948,1.26819611615525,0.204727923666593
"Dead","AvgTempVC_Lag1",0.00721980751590564,0.0101142331986603,0.713826483342502,0.475334481336903
"Dead","HiTempVC_Lag1",-0.00103764611877717,0.00767121012159362,-0.135264984576072,0.892402368856789
"Dead","TempRangeVC_Lag1",-0.0124420244282395,0.00946719209943747,-1.31422541103595,0.188770359507988
"Dead","SetPointVC_Lag1",0.0122494887426312,0.0351364998810067,0.348625753393631,0.727370290941983
"Dead","Euth_Lag2",0.036629616298725,0.0215978169479674,1.69598697808077,0.0898883461818329
"Dead","Dead_Lag2",0.127291887250681,0.0223139005101166,5.70460046610724,1.16616295925965e-08
"Dead","TotalMortality_Lag2",0.0756971474485947,0.0150146975185441,5.04153662470416,4.61808445916529e-07
"Dead","MortalityProportion_Lag2",135.244752062966,15.9741901748735,8.46645436059092,2.52975892208302e-17
"Dead","Penicillin_Lag2",0.0101215451438662,0.00230443499527966,4.39220249848613,1.12208113796925e-05
"Dead","Dexamethasone_Lag2",0.00391459833024666,0.00110962842618967,3.52784611303526,0.000418955643199049
"Dead","Ceftiofur_Lag2",0.0016940174813693,0.000696367032825135,2.43265031444228,0.0149887686686726
"Dead","Enroflaxin_Lag2",-0.00323985637617228,0.00167952253318776,-1.92903418212734,0.0537266188564292
"Dead","Tetracycline_Lag2",-0.00115168202071024,0.00408799039379391,-0.281723269814587,0.778155710173686
"Dead","Lincomycin_Lag2",-0.00758082112096989,0.00510745973587525,-1.48426449017728,0.137738766894208
"Dead","OtherTreatments_Lag2",0.0114962734271354,0.00535864250138984,2.14537047846608,0.0319232375227751
"Dead","TotalTreatments_Lag2",0.00179578801553779,0.000482951908907857,3.71835783732332,0.00020052208818281
"Dead","TreatmentProportion_Lag2",3.77240883549096,1.31096857988378,2.8775737980123,0.0040074616311998
"Dead","WaterMedications_Lag2",0.119954287636048,0.0865051713454384,1.386671869096,0.165541842278672
"Dead","PrimaryRespiratory_Lag2",0.00103953234007399,0.000678842647129466,1.53133033770009,0.125687771311979
"Dead","SecondaryRespiratory_Lag2",0.00387338454029645,0.000886779837557199,4.36792129934575,1.2543467374666e-05
"Dead","ReHS_Lag2",-0.00479084103400142,0.0027041579750748,-1.77165723236599,0.0764514730302851
"Dead","WaterIntakeHdRMS_Lag2",-0.307959085858438,0.121398260907289,-2.53676686599014,0.0111881433234591
"Dead","WaterIntakeHdVC_Lag2",-0.349294593703857,0.119580897319692,-2.92098990334585,0.00348921135098912
"Dead","TempReHS_Lag2",-0.00514541652975383,0.00742531797971946,-0.692955715002018,0.488337343429663
"Dead","LowTempRMS_Lag2",-0.0007051985459186,0.0108217066217804,-0.065165187947276,0.948042478185724
"Dead","HiTempRMS_Lag2",-0.00411746399937002,0.00688517528769296,-0.59801876166172,0.549827414468626
"Dead","TempRangeRMS_Lag2",-0.00650973567488007,0.00903427839254233,-0.720559561265432,0.471180541686888
"Dead","SetPointRMS_Lag2",0.00707744269434122,0.0106087372200223,0.667133377663806,0.504686941693404
"Dead","LowTempVC_Lag2",0.00649579235300393,0.00967941733904297,0.671093323644849,0.502161079840146
"Dead","AvgTempVC_Lag2",0.00951633700256514,0.0102189632420129,0.931242903726368,0.351727929247056
"Dead","HiTempVC_Lag2",0.000666702017800248,0.00773014156730612,0.0862470644289361,0.931270018058821
"Dead","TempRangeVC_Lag2",-0.00445971968960157,0.00939393461380611,-0.474744595629524,0.63496902755651
"Dead","SetPointVC_Lag2",0.0249130071578255,0.0304252909845709,0.818825600401298,0.412885922654703
"Dead","Euth_Lag3",0.0442154426448014,0.0206396681755559,2.14225549891189,0.0321729277113039
"Dead","Dead_Lag3",0.139859665974679,0.0217992306278424,6.41580743661876,1.40078417585959e-10
"Dead","TotalMortality_Lag3",0.0807201418821095,0.0141541327963519,5.70293800711791,1.17759819102637e-08
"Dead","MortalityProportion_Lag3",136.299686408191,17.9317160055336,7.60103976474584,2.93760819243832e-14
"Dead","Penicillin_Lag3",0.00812345476797571,0.00232388972295963,3.49562833714413,0.000472946955165491
"Dead","Dexamethasone_Lag3",0.00366798651787026,0.00111759043159239,3.28204896371917,0.00103055708413205
"Dead","Ceftiofur_Lag3",0.00135889683767629,0.00077484024548779,1.75377678894418,0.079468761759331
"Dead","Enroflaxin_Lag3",8.48238105605893e-05,0.00156345875833908,0.0542539482465792,0.956732839454192
"Dead","Tetracycline_Lag3",-0.00281266795420484,0.00421904000800032,-0.666660650022599,0.50498891911145
"Dead","Lincomycin_Lag3",-0.00714479997929894,0.00511643907127583,-1.39643996141975,0.162582048412781
"Dead","OtherTreatments_Lag3",0.00559729354150757,0.00566156044475853,0.988648553013249,0.322835122117332
"Dead","TotalTreatments_Lag3",0.00169519425898581,0.000504288535822622,3.36155620952303,0.000775045799982056
"Dead","TreatmentProportion_Lag3",3.49573421949553,1.34371089689701,2.60155233359208,0.00928029045279158
"Dead","WaterMedications_Lag3",0.107172539237118,0.0864767133400829,1.23932253086037,0.215226078011459
"Dead","PrimaryRespiratory_Lag3",0.00120490731297707,0.00074973360134296,1.60711392795892,0.108029378528338
"Dead","SecondaryRespiratory_Lag3",0.00337637344173506,0.000889471262915407,3.79593313747807,0.000147089140887364
"Dead","ReHS_Lag3",-0.00263611779746868,0.0027738769373118,-0.95033696773274,0.341941060614121
"Dead","WaterIntakeHdRMS_Lag3",0.000644150113762413,0.0592113515932639,0.01087882806978,0.991320122252829
"Dead","WaterIntakeHdVC_Lag3",-0.408788202751418,0.116191723598806,-3.5182213507987,0.000434449813016206
"Dead","TempReHS_Lag3",-0.00704805940310309,0.00752975088152832,-0.936028231743112,0.349258652206056
