"DepVar","IndVar","Estimate","SE","df","T_Statistic","FTest_P","N_Parameters","NullAIC","TestAIC","NullLikelihood","FitLikelihood","LRT_Statistic","LRTdf","LRT_P"
"WaterIntakeHdRMS","Euth",0.017537466511165,0.0658802364202306,1132.30698344173,0.266202240066333,0.790131922379622,9,13252.4514836097,13292.7447987344,-6618.22574180487,-6637.37239936718,0,1,1
"WaterIntakeHdRMS","Dead",-0.114748914643033,0.0741958689734724,1751.15692889395,-1.54656743334403,0.122148277086025,9,13252.4514836097,13256.9822939246,-6618.22574180487,-6619.49114696231,0,1,1
"WaterIntakeHdRMS","TotalMortality",-0.00322892614395047,0.00668416877646722,2279.65196048723,-0.483070708106364,0.629091919969153,9,3800.97789271516,3849.65174286448,-1892.48894635758,-1915.82587143224,0,1,1
"WaterIntakeHdRMS","MortalityProportion",9.84398416262562,12.0551332302794,1964.57523345871,0.816580287798067,0.414267327910508,9,3800.97789271516,3792.29212475503,-1892.48894635758,-1887.14606237751,10.685767960128,1,0.00107962906280423
"WaterIntakeHdRMS","Penicillin",-0.00104859131753656,0.00497240308886649,1482.61414809978,-0.210882202990426,0.833008171486607,9,13229.5199335315,13286.171865553,-6606.75996676577,-6634.08593277652,0,1,1
"WaterIntakeHdRMS","Dexamethasone",-0.00737568383213751,0.00465231433814514,1334.24287207081,-1.58537951136771,0.113117095322019,9,13207.9264367182,13379.6339824853,-6595.96321835909,-6680.81699124265,0,1,1
"WaterIntakeHdRMS","Ceftiofur",-0.00220941798317741,0.00233381790826936,1822.87382407622,-0.946696816126412,0.343918767466163,9,13229.5199335315,13217.4967245737,-6606.75996676577,-6599.74836228686,14.0232089578312,1,0.000180568076766684
"WaterIntakeHdRMS","Enroflaxin",0.00537995080437163,0.00413435784090639,1756.66245878188,1.30127846001646,0.19333379903742,9,13229.5199335315,13285.3954838374,-6606.75996676577,-6633.69774191872,0,1,1
"WaterIntakeHdRMS","Tetracycline",0.000115189297172924,0.0105062303142137,1209.65368858955,0.0109639036769531,0.991254053650032,9,13229.5199335315,13217.6655026098,-6606.75996676577,-6599.83275130492,13.8544309217068,1,0.000197530427452055
"WaterIntakeHdRMS","Lincomycin",0.00490693269380664,0.00969103017244487,2347.14486079582,0.506337572630704,0.612667246376991,9,13229.5199335315,13376.7499702795,-6606.75996676577,-6679.37498513976,0,1,1
"WaterIntakeHdRMS","OtherTreatments",-0.00808873424288816,0.0168768467611514,2352.71434064314,-0.479279948284386,0.631784029563728,9,13229.5199335315,13230.07758709,-6606.75996676577,-6606.03879354499,1.44234644157223,1,0.229760012335038
"WaterIntakeHdRMS","TotalTreatments",-0.00219091170778172,0.0019429191786414,2364.99907729844,-1.12763913798706,0.259586738216091,9,13207.9264367182,13340.4444891335,-6595.96321835909,-6661.22224456674,0,1,1
"WaterIntakeHdRMS","TreatmentProportion",-4.13771121513386,3.4834595489078,2125.61293588011,-1.18781663947589,0.235038365066411,9,13229.5199335315,13281.7496561483,-6606.75996676577,-6631.87482807413,0,1,1
"WaterIntakeHdRMS","WaterMedications",-0.141750990412508,0.233938090763157,233.456050793635,-0.605933774829425,0.545147399145132,9,13252.4514836097,13260.343489883,-6618.22574180487,-6621.17174494148,0,1,1
"WaterIntakeHdRMS","PrimaryRespiratory",-0.00221834226530981,0.00210082361292158,1982.41162291634,-1.05593932382777,0.291124601569817,9,13229.5199335315,13215.9101801838,-6606.75996676577,-6598.95509009189,15.6097533477623,1,7.78519846972737e-05
"WaterIntakeHdRMS","SecondaryRespiratory",-0.00755240844370908,0.00352839810669882,15.725092192025,-2.14046380689597,0.0483509636452812,9,13207.9264367182,13363.1943424073,-6595.96321835909,-6672.59717120367,0,1,1
"WaterIntakeHdRMS","ReHS",9.9662043083364e-05,0.0011338142336991,275.738541228186,0.0878997988570085,0.930020118799923,9,3691.66960110674,3664.72457680778,-1837.83480055337,-1823.36228840389,28.9450242989542,1,7.44618363727182e-08
"WaterIntakeHdRMS","WaterIntakeRMS",0.000429819876369029,7.53874771062715e-05,871.215027666932,5.70147580032589,1.62584941918663e-08,9,13252.4514836097,13208.4900419175,-6618.22574180487,-6595.24502095874,45.9614416922595,1,1.20603489793986e-11
"WaterIntakeHdRMS","WaterIntakeVC",-0.000207993978884033,0.000164202329437754,16.2335676227666,-1.26669322899514,0.223138393181496,9,8713.63991978157,8660.91630023078,-4348.81995989078,-4321.45815011539,54.7236195507867,1,1.38728935398955e-13
"WaterIntakeHdRMS","WaterIntakeHdVC",5.97401499172292,0.0381947634564275,1336.02597785312,156.409267949468,0,9,8713.63991978157,4746.07531014426,-4348.81995989078,-2364.03765507213,3969.56460963731,1,0
"WaterIntakeHdRMS","TempReHS",-0.00120667601332547,0.0196374257050885,1836.38977418525,-0.0614477697559305,0.951009296092833,9,12367.1013720274,12407.4091226778,-6175.5506860137,-6194.70456133888,0,1,1
"WaterIntakeHdRMS","LowTempRMS",-0.0705472932453214,0.019434274929576,143.139563231003,-3.63004503646077,0.000393694036487791,9,13250.2831440593,13222.3956948791,-6617.14157202963,-6602.19784743957,29.8874491801125,1,4.57867121938465e-08
"WaterIntakeHdRMS","HiTempRMS",-0.00805591287337755,0.0156173102878189,734.529517867029,-0.515832286412401,0.606126778366256,9,13262.4236404181,13283.8469699417,-6623.21182020906,-6632.92348497087,0,1,1
"WaterIntakeHdRMS","TempRangeRMS",0.0170052814462312,0.0184419411974283,253.174349446056,0.922098235981937,0.357355214407877,9,13248.4088967222,13251.3313384914,-6616.20444836108,-6616.6656692457,0,1,1
"WaterIntakeHdRMS","SetPointRMS",-0.0550355645214853,0.0161043204949336,638.070199528979,-3.41744096180893,0.000672318115634803,9,13267.8066149808,13265.1380186719,-6625.90330749038,-6623.56900933595,4.66859630886938,1,0.0307190249995821
"WaterIntakeHdRMS","LowTempVC",-0.0828720009506614,0.021231616817106,440.338495777553,-3.90323552203017,0.000109775957649818,9,10997.2679803112,10959.1796269852,-5490.63399015562,-5470.58981349262,40.0883533260076,1,2.42731871287637e-10
"WaterIntakeHdRMS","AvgTempVC",-0.0660203965976705,0.0235983091847701,181.257974781635,-2.79767487071823,0.00570349932245365,9,10734.3151066514,10778.5972047531,-5359.1575533257,-5380.29860237657,0,1,1
"WaterIntakeHdRMS","HiTempVC",-0.0189153881838407,0.017982737747773,654.539158983565,-1.051863651083,0.293250280559254,9,10997.2679803112,10994.8945852704,-5490.63399015562,-5488.44729263519,4.37339504085321,1,0.0365041924759239
"WaterIntakeHdRMS","TempRangeVC",0.0311804483584897,0.0198055256595961,879.425365954884,1.57433076477737,0.115770661317785,9,10997.2679803112,10933.5883479299,-5490.63399015562,-5457.79417396494,65.6796323813687,1,5.30512993267553e-16
"WaterIntakeHdRMS","SetPointVC",-0.955809254664773,0.105756011743014,10.0638779783597,-9.03787159624914,3.80963226441504e-06,9,6594.13119559177,6543.6825406263,-3289.06559779588,-3262.84127031315,52.448654965473,1,4.41645371291159e-13
"WaterIntakeHdRMS","Days_Lag1",0.0195761983233713,0.0045946002899353,230.289411868503,4.26069670657836,2.97164115294506e-05,9,13182.7671608117,13162.4290045634,-6583.38358040583,-6572.21450228168,22.33815624831,1,2.28618658924948e-06
"WaterIntakeHdRMS","Inventory_Lag1",-0.000189771551211373,0.000172066424417875,2241.5837566407,-1.10289704602974,0.270190268432521,9,13172.2952610624,13327.9623566856,-6578.14763053121,-6654.98117834278,0,1,1
"WaterIntakeHdRMS","Euth_Lag1",-0.0508198683873803,0.0631638029869415,2052.12550303031,-0.804572650539849,0.421159528854532,9,13172.2952610624,13179.7013390972,-6578.14763053121,-6580.85066954862,0,1,1
"WaterIntakeHdRMS","Dead_Lag1",-0.0761516006251667,0.0753268904182278,2318.54944724983,-1.01094841699106,0.312146606791363,9,13172.2952610624,13257.0111726654,-6578.14763053121,-6619.50558633269,0,1,1
"WaterIntakeHdRMS","TotalMortality_Lag1",-0.0433294335809902,0.0465357166094347,1828.65978129195,-0.931100598377927,0.35192443261021,9,13172.2952610624,13197.3306062844,-6578.14763053121,-6589.66530314218,0,1,1
"WaterIntakeHdRMS","MortalityProportion_Lag1",-41.5729674234996,82.6918054100829,2177.48276021961,-0.502745915599885,0.61519376536461,9,13172.2952610624,13179.6497505319,-6578.14763053121,-6580.82487526593,0,1,1
"WaterIntakeHdRMS","Penicillin_Lag1",-0.00128524524329183,0.00501177291942877,509.999138963876,-0.256445226859625,0.797710481799522,9,13144.9296047193,13224.7578629669,-6564.46480235965,-6603.37893148347,0,1,1
"WaterIntakeHdRMS","Dexamethasone_Lag1",-0.00264768833210132,0.00287300631428127,2147.22781233329,-0.921574143064032,0.356854281502452,9,13141.8180145756,13118.3817945221,-6562.90900728778,-6550.19089726105,25.4362200534561,1,4.57252061632496e-07
"WaterIntakeHdRMS","Ceftiofur_Lag1",-0.00310916905020518,0.00260128947242023,2316.01536488033,-1.19524146895979,0.232115073045056,9,13144.9296047193,13283.9893776262,-6564.46480235965,-6632.99468881308,0,1,1
"WaterIntakeHdRMS","Enroflaxin_Lag1",0.000419629073155255,0.00400366346370118,1465.89299533423,0.104811275213259,0.916539901643081,9,13144.9296047193,13137.3947048337,-6564.46480235965,-6559.69735241686,9.53489988557158,1,0.00201601169892836
"WaterIntakeHdRMS","Tetracycline_Lag1",0.0010383425603092,0.0106064584336693,1873.5797491102,0.0978971979009571,0.922024396584121,9,13144.9296047193,13147.2994062926,-6564.46480235965,-6564.6497031463,0,1,1
"WaterIntakeHdRMS","Lincomycin_Lag1",0.0173944562694839,0.00861353169909744,409.66934118967,2.0194337093235,0.044092854165843,9,13144.9296047193,13141.2108742092,-6564.46480235965,-6561.60543710462,5.71873051004695,1,0.0167848621217641
"WaterIntakeHdRMS","OtherTreatments_Lag1",-0.00773617279816904,0.0179364012430065,2155.8291070108,-0.431311314536154,0.666285149261139,9,13144.9296047193,13146.5493432032,-6564.46480235965,-6564.27467160158,0.380261516127575,1,0.537463310580722
