,Device id,Device name,Device code,Date (America/Chicago),Temperature shock - color,Temperature (°C) - data,ReHS - color,ReHS - data
0,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-15,green,,blue,
1,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-16,green,26.0,blue,
2,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-17,green,23.0,blue,
3,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-18,green,23.5,green,76.0
4,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-19,green,23.0,green,77.0
5,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-20,green,22.0,green,67.0
6,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-21,green,21.5,green,64.0
7,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-22,green,22.0,red,36.0
8,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-23,green,22.0,red,24.0
9,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-24,green,22.5,red,18.0
10,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-25,green,21.0,red,21.0
11,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-26,green,19.5,red,28.0
12,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-27,green,19.5,red,32.0
13,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-28,green,19.0,red,29.0
14,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-29,yellow,21.5,yellow,43.0
15,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-30,green,19.5,red,37.0
16,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-03-31,green,20.0,yellow,46.0
17,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-04-01,green,20.0,yellow,52.0
18,1085,Maschhoff_TPLJ_RM2_C,MO201301-4TG24WHN,2021-04-02,yellow,20.5,green,70.0
